run_id,dataset,phase,subject,family,D_nuisance,D_gesture,J,feature_dimension,definition
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,8,F1_X1H,2.8972368240356445,3.492112636566162,1.2053252283673146,8,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,3,F2b_CSP,3.6805496215820312,2.9794764518737793,0.8095194354674357,12,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,4,F2b_CSP,2.7995870113372803,3.35621976852417,1.198826739419613,12,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,5,F2b_CSP,2.197824478149414,4.157832145690918,1.8917944481125963,12,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,6,F2b_CSP,3.105912923812866,4.3705363273620605,1.4071664063251703,12,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,7,F2b_CSP,3.525764226913452,3.780684232711792,1.0723020569133266,12,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,8,F2b_CSP,3.349836587905884,4.226838111877441,1.2618042704341421,12,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,3,F3_Ring,4.727589130401611,5.821351051330566,1.2313572289719703,40,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,4,F3_Ring,4.201077938079834,4.052018165588379,0.9645186843259209,40,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,5,F3_Ring,4.630210876464844,6.57285737991333,1.4195589694027657,40,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,6,F3_Ring,4.979506969451904,4.998147964477539,1.003743542310311,40,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,7,F3_Ring,4.005585193634033,3.8195996284484863,0.9535684410152898,40,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,8,F3_Ring,3.9772636890411377,4.321683883666992,1.086597274295334,40,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,3,F4_Spectral,10.650382041931152,10.459564208984375,0.9820834752972711,72,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,4,F4_Spectral,7.621879577636719,8.243669509887695,1.0815796059116811,72,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,5,F4_Spectral,6.792948246002197,8.353944778442383,1.2297966178908601,72,train-standardized same-user class centroid session displacement / target within-user class separation
